subsector,geography,other_index_1,demand_technology,replaced_demand_tech,input_type,interpolation_method,extrapolation_method,extrapolation_growth,name
commercial cooking,us,,"Range, Electric, 4 burner, oven, 11"" griddle","Range, Gas, 4 powered burners, convect. oven, 11"" griddle",intensity,logistic,nearest,,"NREL Very High: Range, Electric, 4 burner, oven, 11"" griddle replaces Range, Gas, 4 powered burners, convect. oven, 11"" griddle"
residential space heating,us,,Reference Natural Gas Furnace,Reference Distillate Furnace,intensity,logistic,nearest,,NREL Reference: Reference Natural Gas Furnace replaces Reference Distillate Furnace
residential space heating,us,,Reference Natural Gas Boiler/Radiator,Reference Distillate Boiler/Radiator,intensity,logistic,nearest,,NREL Reference: Reference Natural Gas Boiler/Radiator replaces Reference Distillate Boiler/Radiator
residential space heating,us,,Reference Natural Gas Furnace,Reference Kerosene Furnace,intensity,logistic,nearest,,NREL Reference: Reference Natural Gas Furnace replaces Reference Kerosene Furnace
residential space heating,us,,Reference Geothermal Heat Pump - Heating,Reference Natural Gas Furnace,intensity,logistic,nearest,,NREL Moderate: Reference Geothermal Heat Pump - Heating replaces Reference Natural Gas Furnace
residential space heating,us,,Reference Geothermal Heat Pump - Heating,Reference Natural Gas Furnace,intensity,logistic,nearest,,NREL High: Reference Geothermal Heat Pump - Heating replaces Reference Natural Gas Furnace
residential water heating,us,,Reference Gas Water Heater,Reference Distillate Water Heater,intensity,logistic,nearest,,NREL Reference: Reference Gas Water Heater replaces Reference Distillate Water Heater
commercial space heating,us,,Reference Commercial Gas Boiler,Reference Commercial Distillate Boiler,intensity,logistic,nearest,,NREL Reference: Reference Commercial Gas Boiler replaces Reference Commercial Distillate Boiler
commercial space heating,us,,Reference Commercial Gas Furnace,Reference Commercial Distillate Furnace,intensity,logistic,nearest,,NREL Reference: Reference Commercial Gas Furnace replaces Reference Commercial Distillate Furnace
commercial space heating,us,,Commercial Electric Boiler,Reference Commercial Gas Boiler,intensity,logistic,nearest,,NREL Moderate: Commercial Electric Boiler replaces Reference Commercial Gas Boiler
commercial space heating,us,,Commercial Electric Boiler,Reference Commercial Gas Boiler,intensity,logistic,nearest,,NREL High: Commercial Electric Boiler replaces Reference Commercial Gas Boiler
commercial space heating,us,,Commercial Electric Boiler,Reference Commercial Gas Boiler,intensity,logistic,nearest,,NREL Very High: Commercial Electric Boiler replaces Reference Commercial Gas Boiler
commercial space heating,us,,Commercial Electric Boiler,Reference Commercial Distillate Boiler,intensity,logistic,nearest,,NREL Moderate: Commercial Electric Boiler replaces Reference Commercial Distillate Boiler
commercial space heating,us,,Commercial Electric Boiler,Reference Commercial Distillate Boiler,intensity,logistic,nearest,,NREL High: Commercial Electric Boiler replaces Reference Commercial Distillate Boiler
commercial space heating,us,,Commercial Electric Boiler,Reference Commercial Distillate Boiler,intensity,logistic,nearest,,NREL Very High: Commercial Electric Boiler replaces Reference Commercial Distillate Boiler
commercial space heating,us,,Reference Commercial Ground Source Heat Pump - Heating,Reference Commercial Gas Furnace,intensity,logistic,nearest,,NREL Moderate: Reference Commercial Ground Source Heat Pump - Heating replaces Reference Commercial Gas Furnace
light duty trucks,us,,Electric Light-Duty Truck - 200 mile range,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt Electric Light-Duty Truck - 200 mile range
light duty trucks,us,,PHEV - Gasoline - 50 mile range - Light Duty Truck,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt PHEV - Gasoline - 50 mile range - Light Duty Truck
light duty trucks,us,,PHEV - Gasoline - 25 mile range - Light Duty Truck,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt PHEV - Gasoline - 25 mile range - Light Duty Truck
light duty trucks,us,,Electric Light-Duty Truck - 100 mile range,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt Electric Light-Duty Truck - 100 mile range
light duty trucks,us,,Electric Light-Duty Truck - 300 mile range,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt Electric Light-Duty Truck - 300 mile range
medium duty trucks,us,,Battery Electric Medium-Duty Vehicle,,intensity,logistic,nearest,,NREL High: adopt Battery Electric Medium-Duty Vehicle
heavy duty trucks,us,,Electric Heavy Duty Vehicle,,intensity,logistic,nearest,,NREL High: adopt Electric Heavy Duty Vehicle
light duty autos,us,,Electric Light-Duty Auto - 200 mile range,,intensity,linear_interpolation,nearest,,NREL High: adopt Electric Light-Duty Auto - 200 mile range
light duty autos,us,,PHEV - 50 mile range - Light Duty Auto,,intensity,linear_interpolation,nearest,,NREL High: adopt PHEV - 50 mile range - Light Duty Auto
light duty autos,us,,PHEV - 25 mile range - Light Duty Auto,,intensity,linear_interpolation,nearest,,NREL High: adopt PHEV - 25 mile range - Light Duty Auto
light duty autos,us,,Electric Light-Duty Auto - 100 mile range,,intensity,linear_interpolation,nearest,,NREL High: adopt Electric Light-Duty Auto - 100 mile range
light duty autos,us,,Electric Light-Duty Auto - 300 mile range,,intensity,linear_interpolation,nearest,,NREL High: adopt Electric Light-Duty Auto - 300 mile range
light duty trucks,us,,Electric Light-Duty Truck - 200 mile range,,intensity,linear_interpolation,nearest,,NREL High: adopt Electric Light-Duty Truck - 200 mile range
light duty trucks,us,,PHEV - Gasoline - 25 mile range - Light Duty Truck,,intensity,linear_interpolation,nearest,,NREL High: adopt PHEV - Gasoline - 25 mile range - Light Duty Truck
light duty trucks,us,,Electric Light-Duty Truck - 100 mile range,,intensity,linear_interpolation,nearest,,NREL High: adopt Electric Light-Duty Truck - 100 mile range
light duty trucks,us,,Electric Light-Duty Truck - 300 mile range,,intensity,linear_interpolation,nearest,,NREL High: adopt Electric Light-Duty Truck - 300 mile range
transit buses,us,,Electric Transit bus,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt Electric bus
transit buses,us,,CNG Transit bus,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt CNG bus
transit buses,us,,Electric Transit bus,,intensity,linear_interpolation,nearest,,NREL Reference: adopt Electric bus
transit buses,us,,Hybrid electric Transit bus,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt Hybrid electric bus
transit buses,us,,Electric Transit bus,,intensity,linear_interpolation,nearest,,NREL High: adopt Electric bus
transit buses,us,,CNG Transit bus,,intensity,linear_interpolation,nearest,,NREL Reference: adopt CNG bus
transit buses,us,,Hybrid electric Transit bus,,intensity,linear_interpolation,nearest,,NREL Reference: adopt Hybrid electric bus
transit buses,us,,CNG Transit bus,,intensity,linear_interpolation,nearest,,NREL High: adopt CNG bus
light duty autos,us,,Electric Light-Duty Auto - 300 mile range,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt Electric Light-Duty Auto - 300 mile range
commercial space heating,us,,Reference Commercial Ground Source Heat Pump - Heating,Reference Commercial Gas Furnace,intensity,logistic,nearest,,NREL High: Reference Commercial Ground Source Heat Pump - Heating replaces Reference Commercial Gas Furnace
commercial water heating,us,,Reference Commercial Electric Booster Water Heater,Commercial  Reference Gas Booster Water Heater,intensity,logistic,nearest,,NREL Moderate: Reference Commercial Electric Booster Water Heater replaces Commercial  Reference Gas Booster Water Heater
commercial water heating,us,,Reference Commercial Electric Booster Water Heater,Commercial  Reference Gas Booster Water Heater,intensity,logistic,nearest,,NREL High: Reference Commercial Electric Booster Water Heater replaces Commercial  Reference Gas Booster Water Heater
commercial water heating,us,,Reference Commercial Electric Booster Water Heater,Commercial  Reference Gas Booster Water Heater,intensity,logistic,nearest,,NREL Very High: Reference Commercial Electric Booster Water Heater replaces Commercial  Reference Gas Booster Water Heater
commercial water heating,us,,Commercial Electric Resistance Storage Water Heater,Commercial Reference Gas Instantaneous Water Heater,intensity,logistic,nearest,,NREL Moderate: Commercial Electric Resistance Storage Water Heater replaces Commercial Reference Gas Instantaneous Water Heater
commercial water heating,us,,Commercial Electric Resistance Storage Water Heater,Commercial Reference Gas Instantaneous Water Heater,intensity,logistic,nearest,,NREL High: Commercial Electric Resistance Storage Water Heater replaces Commercial Reference Gas Instantaneous Water Heater
commercial water heating,us,,Commercial Electric Resistance Storage Water Heater,Commercial Reference Gas Instantaneous Water Heater,intensity,logistic,nearest,,NREL Very High: Commercial Electric Resistance Storage Water Heater replaces Commercial Reference Gas Instantaneous Water Heater
commercial space heating,us,,Reference Commercial Air Source Heat Pump - Heating,Reference Commercial Gas Furnace,intensity,logistic,nearest,,AEO Reference Calibration: 20% Heat Pumps Replace Gas Furnaces
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Distillate Furnace,intensity,logistic,nearest,,NREL moderate: Reference Air Source Heat Pump replaces Reference Distillate Furnace
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Distillate Furnace,intensity,logistic,nearest,,NREL high: Reference Air Source Heat Pump replaces Reference Distillate Furnace
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Kerosene Furnace,intensity,logistic,nearest,,NREL reference: Reference Air Source Heat Pump replaces Reference Kerosene Furnace
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Kerosene Furnace,intensity,logistic,nearest,,NREL moderate: Reference Air Source Heat Pump replaces Reference Kerosene Furnace
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Kerosene Furnace,intensity,logistic,nearest,,NREL high: Reference Air Source Heat Pump replaces Reference Kerosene Furnace
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Natural Gas Furnace,intensity,logistic,nearest,,NREL reference: Reference Air Source Heat Pump replaces Reference Natural Gas Furnace
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Natural Gas Furnace,intensity,logistic,nearest,,NREL moderate: Reference Air Source Heat Pump replaces Reference Natural Gas Furnace
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Natural Gas Furnace,intensity,logistic,nearest,,NREL high: Reference Air Source Heat Pump replaces Reference Natural Gas Furnace
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Natural Gas Heat Pump  - Heating,intensity,logistic,nearest,,NREL reference: Reference Air Source Heat Pump replaces Reference Natural Gas Heat Pump  - Heating
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Natural Gas Heat Pump  - Heating,intensity,logistic,nearest,,NREL moderate: Reference Air Source Heat Pump replaces Reference Natural Gas Heat Pump  - Heating
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Natural Gas Heat Pump  - Heating,intensity,logistic,nearest,,NREL high: Reference Air Source Heat Pump replaces Reference Natural Gas Heat Pump  - Heating
residential water heating,IECC Climate Zone,,Reference Electric Heat Pump Water Heater,Reference Gas Water Heater,intensity,logistic,nearest,,NREL reference: Reference Electric Heat Pump Water Heater replaces Reference Gas Water Heater
residential water heating,IECC Climate Zone,,Reference Electric Heat Pump Water Heater,Reference Gas Water Heater,intensity,logistic,nearest,,NREL moderate: Reference Electric Heat Pump Water Heater replaces Reference Gas Water Heater
residential water heating,IECC Climate Zone,,Reference Electric Heat Pump Water Heater,Reference Gas Water Heater,intensity,logistic,nearest,,NREL high: Reference Electric Heat Pump Water Heater replaces Reference Gas Water Heater
residential water heating,IECC Climate Zone,,Reference Electric Heat Pump Water Heater,Reference Distillate Water Heater,intensity,logistic,nearest,,NREL reference: Reference Electric Heat Pump Water Heater replaces Reference Distillate Water Heater
residential water heating,IECC Climate Zone,,Reference Electric Heat Pump Water Heater,Reference Distillate Water Heater,intensity,logistic,nearest,,NREL moderate: Reference Electric Heat Pump Water Heater replaces Reference Distillate Water Heater
residential water heating,IECC Climate Zone,,Reference Electric Heat Pump Water Heater,Reference Distillate Water Heater,intensity,logistic,nearest,,NREL high: Reference Electric Heat Pump Water Heater replaces Reference Distillate Water Heater
residential water heating,IECC Climate Zone,,Reference Electric Heat Pump Water Heater,Reference LPG Water Heater,intensity,logistic,nearest,,NREL reference: Reference Electric Heat Pump Water Heater replaces Reference LPG Water Heater
residential water heating,IECC Climate Zone,,Reference Electric Heat Pump Water Heater,Reference LPG Water Heater,intensity,logistic,nearest,,NREL moderate: Reference Electric Heat Pump Water Heater replaces Reference LPG Water Heater
residential water heating,IECC Climate Zone,,Reference Electric Heat Pump Water Heater,Reference LPG Water Heater,intensity,logistic,nearest,,NREL high: Reference Electric Heat Pump Water Heater replaces Reference LPG Water Heater
commercial space heating,IECC Climate Zone,,Reference Commercial Air Source Heat Pump - Heating,Reference Commercial Gas Furnace,intensity,logistic,nearest,,NREL moderate: Reference Commercial Air Source Heat Pump - Heating replaces Reference Commercial Gas Furnace
commercial space heating,IECC Climate Zone,,Reference Commercial Air Source Heat Pump - Heating,Reference Commercial Gas Furnace,intensity,logistic,nearest,,NREL high: Reference Commercial Air Source Heat Pump - Heating replaces Reference Commercial Gas Furnace
commercial space heating,IECC Climate Zone,,Reference Commercial Air Source Heat Pump - Heating,Reference Commercial Distillate Furnace,intensity,logistic,nearest,,NREL reference: Reference Commercial Air Source Heat Pump - Heating replaces Reference Commercial Distillate Furnace
commercial space heating,IECC Climate Zone,,Reference Commercial Air Source Heat Pump - Heating,Reference Commercial Distillate Furnace,intensity,logistic,nearest,,NREL moderate: Reference Commercial Air Source Heat Pump - Heating replaces Reference Commercial Distillate Furnace
commercial space heating,IECC Climate Zone,,Reference Commercial Air Source Heat Pump - Heating,Reference Commercial Distillate Furnace,intensity,logistic,nearest,,NREL high: Reference Commercial Air Source Heat Pump - Heating replaces Reference Commercial Distillate Furnace
commercial water heating,IECC Climate Zone,,Commercial Reference Heat Pump Storage Water Heater,Commercial Reference Gas Storage Water Heater,intensity,logistic,nearest,,NREL reference: Commercial Reference Heat Pump Storage Water Heater replaces Commercial Reference Gas Storage Water Heater
commercial water heating,IECC Climate Zone,,Commercial Reference Heat Pump Storage Water Heater,Commercial Reference Gas Storage Water Heater,intensity,logistic,nearest,,NREL moderate: Commercial Reference Heat Pump Storage Water Heater replaces Commercial Reference Gas Storage Water Heater
commercial water heating,IECC Climate Zone,,Commercial Reference Heat Pump Storage Water Heater,Commercial Reference Gas Storage Water Heater,intensity,logistic,nearest,,NREL high: Commercial Reference Heat Pump Storage Water Heater replaces Commercial Reference Gas Storage Water Heater
Industrial Boilers,us,,Electric Boiler,,intensity,logistic,nearest,,NREL Moderate: Electric Boiler
Industrial Boilers,us,,Electric Boiler,,intensity,logistic,nearest,,NREL High: Electric Boiler
Industrial Machine Drives,us,,Electric Machine Drive,Natural Gas Machine Drive,intensity,logistic,nearest,,NREL Moderate: Electric Machine Drive
Industrial Process Heat,us,Subsectors,Industrial Induction Furnace,,intensity,logistic,nearest,,NREL Moderate: Industrial Induction Furnace
Industrial Process Heat,us,Subsectors,Industrial Induction Furnace,,intensity,logistic,nearest,,NREL High: Industrial Induction Furnace
Industrial Process Heat,us,Subsectors,Industrial Process Heat  - Heat Pump,,intensity,logistic,nearest,,NREL Moderate: Industrial Process Heat  - Heat Pump
Industrial Process Heat,us,Subsectors,Industrial Electric Resistance Heat/Melt,,intensity,logistic,nearest,,NREL Moderate: Industrial Electric Resistance Heat/Melt
Industrial Process Heat,us,Subsectors,Industrial Electric Resistance Heat/Melt,,intensity,logistic,nearest,,NREL High: Industrial Electric Resistance Heat/Melt
Industrial Space Heating,IECC Climate Zone,,Reference Industrial Air Source Heat Pump,,intensity,logistic,nearest,,NREL Moderate: Heat Pump HVAC
Industrial Space Heating,IECC Climate Zone,,Reference Industrial Air Source Heat Pump,,intensity,logistic,nearest,,NREL High: Heat Pump HVAC
Industrial Machine Drives,us,,Electric Machine Drive,Natural Gas Machine Drive,intensity,logistic,nearest,,NREL High: Electric Machine Drive
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Distillate Furnace,intensity,logistic,nearest,,NREL reference: Reference Air Source Heat Pump replaces Reference Distillate Furnace
commercial space heating,IECC Climate Zone,,Reference Commercial Air Source Heat Pump - Heating,Reference Commercial Gas Furnace,intensity,logistic,nearest,,NREL reference: Reference Commercial Air Source Heat Pump - Heating replaces Reference Commercial Gas Furnace
Industrial Drying,us,,Industrial IR processing,,intensity,logistic,nearest,,NREL Moderate: IR processing
Industrial Drying,us,,Industrial IR processing,,intensity,logistic,nearest,,NREL High: IR processing
Industrial curing,us,,Industrial UV curing,,intensity,logistic,nearest,,NREL Moderate: UV curing
Industrial curing,us,,Industrial UV curing,,intensity,logistic,nearest,,NREL High: UV curing
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Natural Gas Boiler/Radiator,intensity,logistic,nearest,,NREL reference: Reference Air Source Heat Pump replaces Reference Natural Gas Boiler/Radiator
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Natural Gas Boiler/Radiator,intensity,logistic,nearest,,NREL moderate: Reference Air Source Heat Pump replaces Reference Natural Gas Boiler/Radiator
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Natural Gas Boiler/Radiator,intensity,logistic,nearest,,NREL high: Reference Air Source Heat Pump replaces Reference Natural Gas Boiler/Radiator
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference LPG Furnace,intensity,logistic,nearest,,NREL reference: Reference Air Source Heat Pump replaces Reference LPG Furnace
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference LPG Furnace,intensity,logistic,nearest,,NREL moderate: Reference Air Source Heat Pump replaces Reference LPG Furnace
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference LPG Furnace,intensity,logistic,nearest,,NREL high: Reference Air Source Heat Pump replaces Reference LPG Furnace
medium duty trucks,us,,Battery Electric Medium-Duty Vehicle,,intensity,logistic,nearest,,NREL Reference: adopt Battery Electric Medium-Duty Vehicle
light duty autos,us,,PHEV - 50 mile range - Light Duty Auto,,intensity,linear_interpolation,nearest,,NREL Reference: adopt PHEV - 50 mile range - Light Duty Auto
light duty autos,us,,Electric Light-Duty Auto - 100 mile range,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt Electric Light-Duty Auto - 100 mile range
light duty trucks,us,,PHEV - Gasoline - 50 mile range - Light Duty Truck,,intensity,linear_interpolation,nearest,,NREL High: adopt PHEV - Gasoline - 50 mile range - Light Duty Truck
light duty autos,us,,Hydrogen Fuel-Cell Light-Duty Auto,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt Hydrogen Fuel-Cell Light-Duty Auto
light duty trucks,us,,Hydrogen Fuel-Cell Light-Duty Truck,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt Hydrogen Fuel-Cell Light-Duty Truck
light duty autos,us,,Hydrogen Fuel-Cell Light-Duty Auto,,intensity,linear_interpolation,nearest,,NREL High: adopt Hydrogen Fuel-Cell Light-Duty Auto
light duty trucks,us,,Hydrogen Fuel-Cell Light-Duty Truck,,intensity,linear_interpolation,nearest,,NREL High: adopt Hydrogen Fuel-Cell Light-Duty Truck
transit buses,us,,Diesel Transit bus,,intensity,linear_interpolation,nearest,,NREL Reference: adopt Diesel bus
transit buses,us,,Diesel Transit bus,,intensity,linear_interpolation,nearest,,NREL Moderate: adopt Diesel bus
transit buses,us,,Diesel Transit bus,,intensity,linear_interpolation,nearest,,NREL High: adopt Diesel bus
transit buses,us,,Hybrid electric Transit bus,,intensity,linear_interpolation,nearest,,NREL High: adopt Hybrid electric bus
residential space heating,IECC Climate Zone,,Ductless Mini-Split Heat Pump - Heating,Reference Electric Unit Heaters,intensity,logistic,nearest,,NREL reference: Reference mini-split replaces Electric Resistance Heater
commercial space heating,us,,Reference Commercial Air Source Heat Pump - Heating,Reference Commercial Distillate Furnace,intensity,logistic,nearest,,AEO Reference Calibration: 20% Heat Pumps Replace Distillate Furnaces
residential space heating,IECC Climate Zone,,Reference Air Source Heat Pump - Heating,Reference Electric Furnace,intensity,logistic,nearest,,NREL reference: Reference Air Source Heat Pump replaces Electric Furnaces
Industrial Process Heat,us,Subsectors,Industrial Process Heat  - Heat Pump,,intensity,logistic,nearest,,NREL High: Industrial Process Heat - Heat Pump
commercial lighting,us,,Lamp: 100W Equivalent LED A Lamp,Lamp: 100 Equivalent A19 Halogen,intensity,logistic,nearest,,REF LED Replacement of Halogen A-Lamp
commercial lighting,us,,Lamp: 100W Equivalent LED A Lamp,Lamp: 100W A19 Incandescent,intensity,logistic,nearest,,REF LED Replacement of Incandescent A-Lamp
commercial lighting,us,,Lamp: 100W Equivalent LED A Lamp,Lamp: 100W Equivalent CFL Bare Spiral,intensity,logistic,nearest,,REF LED Replacement of CFL A-Lamp
commercial lighting,us,,Lamp: LED PAR 38 ,Lamp: Halogen Infrared Reflector (HIR)  PAR38,intensity,logistic,nearest,,REF LED Replacement  of Lamp: Halogen Infrared Reflector (HIR)  PAR38
commercial lighting,us,,Lamp: LED PAR 38 ,Lamp: Halogen Par 38,intensity,logistic,nearest,,REF LED Replacement  of Lamp: Halogen Par 38
commercial lighting,us,,Lamp: LED PAR 38 ,Lamp: LED PAR 38 ,intensity,logistic,nearest,,REF LED Replacement  of Lamp: LED PAR 38 
commercial lighting,us,,4ft LFL: LED Integrated Luminaire,4ft LFL: T5 F28,intensity,logistic,nearest,,REF LED Replacement  of 4ft LFL: T5 F28
commercial lighting,us,,4ft LFL: LED Integrated Luminaire,4ft LFL: T8 F32 High-efficiency/High-Output,intensity,logistic,nearest,,REF LED Replacement  of 4ft LFL: T8 F32 High-efficiency/High-Output
commercial lighting,us,,4ft LFL: LED Integrated Luminaire,4ft LFL: T8 F32 Commodity,intensity,logistic,nearest,,REF LED Replacement  of 4ft LFL: T8 F32 Commodity0.8
commercial lighting,us,,8ft LFL: LED Integrated Luminaire,8ft LFL: T8 F59,intensity,logistic,nearest,,REF LED Replacement  of 8ft LFL: T8 F59
commercial lighting,us,,8ft LFL: LED Integrated Luminaire,8ft LFL: T8 F59 HE,intensity,logistic,nearest,,REF LED Replacement  of 8ft LFL: T8 F59 HE
commercial lighting,us,,8ft LFL: LED Integrated Luminaire,8ft LFL: T8 F96 HO,intensity,logistic,nearest,,REF LED Replacement  of 8ft LFL: T8 F96 HO
commercial lighting,us,,Low-Bay LFL: LED Integrated Luminaire,Low-Bay LFL: Mercury Vapor,intensity,logistic,nearest,,REF LED Replacement  of Low-Bay LFL: Mercury Vapor
commercial lighting,us,,Low-Bay LFL: LED Integrated Luminaire,Low-Bay LFL: Metal Halide,intensity,logistic,nearest,,REF LED Replacement  of Low-Bay LFL: Metal Halide
commercial lighting,us,,Low-Bay LFL: LED Integrated Luminaire,Low-Bay LFL: Sodium Vapor,intensity,logistic,nearest,,REF LED Replacement  of Low-Bay LFL: Sodium Vapor
commercial lighting,us,,High-Bay LFL: LED Integrated Luminaire,High-Bay LFL: Mercury Vapor,intensity,logistic,nearest,,REF LED Replacement  of High-Bay LFL: Mercury Vapor
commercial lighting,us,,High-Bay LFL: LED Integrated Luminaire,High-Bay LFL: Metal Halide,intensity,logistic,nearest,,REF LED Replacement  of High-Bay LFL: Metal Halide
commercial lighting,us,,High-Bay LFL: LED Integrated Luminaire,High-Bay LFL: Sodium Vapor,intensity,logistic,nearest,,REF LED Replacement  of High-Bay LFL: Sodium Vapor
medium duty trucks,us,,Battery Electric Medium-Duty Vehicle,,intensity,nearest,nearest,,NREL 100% by 2018: Battery Electric Medium-Duty Vehicle
heavy duty trucks,us,,Electric Heavy Duty Vehicle,,intensity,nearest,nearest,,NREL 100% by 2018: Electric Heavy Duty Vehicle
light duty autos,us,,Electric Light-Duty Auto - 200 mile range,,intensity,nearest,nearest,,NREL 100% by 2018: Electric Light-Duty Auto - 200 mile range
light duty autos,us,,PHEV - 50 mile range - Light Duty Auto,,intensity,nearest,nearest,,NREL 100% by 2018: PHEV - 50 mile range - Light Duty Auto
light duty autos,us,,PHEV - 25 mile range - Light Duty Auto,,intensity,nearest,nearest,,NREL 100% by 2018: PHEV - 25 mile range - Light Duty Auto
light duty autos,us,,Electric Light-Duty Auto - 100 mile range,,intensity,nearest,nearest,,NREL 100% by 2018: Electric Light-Duty Auto - 100 mile range
light duty autos,us,,Electric Light-Duty Auto - 300 mile range,,intensity,nearest,nearest,,NREL 100% by 2018: Electric Light-Duty Auto - 300 mile range
light duty trucks,us,,Electric Light-Duty Truck - 200 mile range,,intensity,nearest,nearest,,NREL 100% by 2018: Electric Light-Duty Truck - 200 mile range
light duty trucks,us,,PHEV - Gasoline - 50 mile range - Light Duty Truck,,intensity,nearest,nearest,,NREL 100% by 2018: PHEV - Gasoline - 50 mile range - Light Duty Truck
light duty trucks,us,,PHEV - Gasoline - 25 mile range - Light Duty Truck,,intensity,nearest,nearest,,NREL 100% by 2018: PHEV - Gasoline - 25 mile range - Light Duty Truck
light duty trucks,us,,Electric Light-Duty Truck - 100 mile range,,intensity,nearest,nearest,,NREL 100% by 2018: Electric Light-Duty Truck - 100 mile range
light duty trucks,us,,Electric Light-Duty Truck - 300 mile range,,intensity,nearest,nearest,,NREL 100% by 2018: Electric Light-Duty Truck - 300 mile range
transit buses,us,,Electric Transit bus,,intensity,nearest,nearest,,NREL 100% by 2018: Electric bus
residential clothes drying,us,,Reference Electric Clothes Dryer,Reference Gas Clothes Dryer,intensity,nearest,nearest,,NREL 100% by 2018: Reference Electric Clothes Dryer replaces Reference Gas Clothes Dryer
residential cooking,us,,Electric Cooktop/Stove,Reference Gas Cooktop/Stove,intensity,nearest,nearest,,NREL 100% by 2018: Electric Cooktop/Stove replaces Reference Gas Cooktop/Stove
commercial cooking,us,,"Range, Electric, 4 burner, oven, 11"" griddle","Range, Gas, 4 burner, oven, 11"" griddle",intensity,nearest,nearest,,"NREL 100% by 2018: Range, Electric, 4 burner, oven, 11"" griddle replaces Range, Gas, 4 burner, oven, 11"" griddle"
commercial cooking,us,,"Range, Electric, 4 burner, oven, 11"" griddle","Range, Gas, 4 powered burners, convect. oven, 11"" griddle",intensity,nearest,nearest,,"NREL 100% by 2018: Range, Electric, 4 burner, oven, 11"" griddle replaces Range, Gas, 4 powered burners, convect. oven, 11"" griddle"
residential space heating,us,,Reference Geothermal Heat Pump - Heating,Reference Natural Gas Furnace,intensity,nearest,nearest,,NREL 100% by 2018: Reference Geothermal Heat Pump - Heating replaces Reference Natural Gas Furnace
commercial space heating,us,,Commercial Electric Boiler,Reference Commercial Gas Boiler,intensity,nearest,nearest,,NREL 100% by 2018: Commercial Electric Boiler replaces Reference Commercial Gas Boiler
commercial space heating,us,,Commercial Electric Boiler,Reference Commercial Distillate Boiler,intensity,nearest,nearest,,NREL 100% by 2018: Commercial Electric Boiler replaces Reference Commercial Distillate Boiler
commercial space heating,us,,Reference Commercial Ground Source Heat Pump - Heating,Reference Commercial Gas Furnace,intensity,nearest,nearest,,NREL 100% by 2018: Reference Commercial Ground Source Heat Pump - Heating replaces Reference Commercial Gas Furnace
commercial water heating,us,,Reference Commercial Electric Booster Water Heater,Commercial  Reference Gas Booster Water Heater,intensity,nearest,nearest,,NREL 100% by 2018: Reference Commercial Electric Booster Water Heater replaces Commercial  Reference Gas Booster Water Heater
commercial water heating,us,,Commercial Electric Resistance Storage Water Heater,Commercial Reference Gas Instantaneous Water Heater,intensity,nearest,nearest,,NREL 100% by 2018: Commercial Electric Resistance Storage Water Heater replaces Commercial Reference Gas Instantaneous Water Heater
residential space heating,us,,Reference Air Source Heat Pump - Heating,Reference Distillate Furnace,intensity,nearest,nearest,,NREL 100% by 2018: Reference Air Source Heat Pump replaces Reference Distillate Furnace
residential space heating,us,,Reference Air Source Heat Pump - Heating,Reference Kerosene Furnace,intensity,nearest,nearest,,NREL 100% by 2018: Reference Air Source Heat Pump replaces Reference Kerosene Furnace
residential space heating,us,,Reference Air Source Heat Pump - Heating,Reference Natural Gas Furnace,intensity,nearest,nearest,,NREL 100% by 2018: Reference Air Source Heat Pump replaces Reference Natural Gas Furnace
